Autauga-:-160 DOSTER COMM_ CTR_,8672,58,733,678,727,1424,1454,1577,1153,664,201,3989,4682,1,5736,2434,502,0,110,5878,171,2123,36,58,406,5878,2099,167,24,20,12,10,4,4,9,21,2,0,1,516,4359,11,3,3,2,1,6,4397,18492081.0,3760,8660,1724,3982,2035,4677,1,1,2808,5872,52,170,700,2120,14,36,22,58,164,404,0,8602,0,3959,0,4642,0,1,0,5839,0,163,0,2109,0,36,0,57,0,398,0,8527,0,3922,0,4604,0,1,0,5790,0,156,0,2094,0,36,0,55,0,396,1175,8502,593,3914,582,4587,0,1,1037,5776,4,155,72,2087,8,36,5,54,49,394,0,8490,0,3907,0,4582,0,1,0,5769,0,154,0,2086,0,36,0,54,0,391,2359,8490,1120,3907,1239,4582,0,1,1917,5769,25,154,288,2086,11,36,14,54,104,391,0,8417,0,3867,0,4549,0,1,0,5721,0,150,0,2070,0,36,0,53,0,387,0,8347,0,3831,0,4515,0,1,0,5673,0,147,0,2056,0,36,0,53,0,382,0,8279,0,3791,0,4487,0,1,0,5633,0,139,0,2042,0,36,0,53,0,376,0,8279,0,3791,0,4487,0,1,0,5633,0,139,0,2042,0,36,0,53,0,376,0,8266,0,3785,0,4480,0,1,0,5622,0,139,0,2042,0,36,0,53,0,374,0,8258,0,3781,0,4476,0,1,0,5617,0,139,0,2040,0,36,0,53,0,373,0,8154,0,3720,0,4433,0,1,0,5543,0,134,0,2018,0,35,0,53,0,371,5522,8022,2419,3637,3103,4385,0,0,3951,5468,83,127,1212,1979,28,35,27,50,221,363,8,7932,1,3588,7,4344,0,0,1,5410,0,125,6,1954,0,35,0,49,1,359,2757,7515,1272,3357,1485,4158,0,0,2037,5123,27,113,560,1865,12,34,11,47,110,333,2757,7515,1272,3357,1485,4158,0,0,2037,5123,27,113,560,1865,12,34,11,47,110,333
Autauga-:-170 CAMELLIA BAPTIST,2252,16,166,207,221,343,334,373,306,205,80,982,1269,1,1386,687,179,0,10,1536,67,542,13,11,83,1536,539,67,3,5,5,3,1,1,2,0,4,0,0,93,1132,4,0,2,0,0,0,1124,2051793.0,992,2247,422,979,570,1267,0,1,726,1533,14,67,197,541,6,13,8,11,41,82,0,2235,0,971,0,1263,0,1,0,1526,0,65,0,538,0,13,0,11,0,82,0,2218,0,962,0,1255,0,1,0,1513,0,63,0,537,0,12,0,11,0,82,296,2210,132,961,164,1248,0,1,255,1509,6,63,19,534,2,12,3,11,11,81,0,2202,0,957,0,1244,0,1,0,1503,0,63,0,533,0,12,0,11,0,80,592,2202,251,957,341,1244,0,1,477,1503,10,63,72,533,3,12,4,11,26,80,0,2179,0,950,0,1228,0,1,0,1485,0,63,0,528,0,12,0,11,0,80,0,2164,0,944,0,1219,0,1,0,1477,0,62,0,525,0,12,0,11,0,77,0,2148,0,932,0,1215,0,1,0,1466,0,62,0,522,0,12,0,11,0,75,0,2148,0,932,0,1215,0,1,0,1466,0,62,0,522,0,12,0,11,0,75,0,2142,0,930,0,1211,0,1,0,1463,0,62,0,520,0,12,0,11,0,74,0,2140,0,928,0,1211,0,1,0,1462,0,62,0,519,0,12,0,11,0,74,0,2100,0,909,0,1190,0,1,0,1437,0,59,0,508,0,12,0,11,0,73,1466,2066,610,894,856,1171,0,1,1028,1413,34,56,339,501,8,12,10,11,47,73,0,2039,0,882,0,1157,0,0,0,1398,0,53,0,493,0,11,0,11,0,73,715,1936,317,821,398,1115,0,0,522,1323,10,50,152,473,3,10,4,11,24,69,715,1936,317,821,398,1115,0,0,522,1323,10,50,152,473,3,10,4,11,24,69
Autauga-:-180 OLD KINGSTON VFD,1284,5,79,113,119,228,201,237,194,89,19,612,672,0,704,496,84,0,9,706,26,491,5,6,50,706,488,26,3,4,0,0,1,3,0,0,1,1,0,59,636,2,1,1,0,0,2,651,2591574.0,448,1282,200,610,248,672,0,0,249,704,3,26,176,491,2,5,2,6,16,50,0,1275,0,608,0,667,0,0,0,699,0,26,0,489,0,5,0,6,0,50,0,1267,0,605,0,662,0,0,0,694,0,26,0,487,0,5,0,6,0,49,115,1263,58,605,57,658,0,0,72,691,0,26,39,486,0,5,1,6,3,49,0,1259,0,604,0,655,0,0,0,688,0,26,0,485,0,5,0,6,0,49,267,1259,129,604,138,655,0,0,158,688,0,26,97,485,0,5,1,6,11,49,0,1253,0,599,0,654,0,0,0,684,0,26,0,484,0,5,0,6,0,48,0,1248,0,595,0,653,0,0,0,680,0,25,0,484,0,5,0,6,0,48,0,1239,0,592,0,647,0,0,0,676,0,25,0,480,0,5,0,6,0,47,0,1239,0,592,0,647,0,0,0,676,0,25,0,480,0,5,0,6,0,47,0,1238,0,592,0,646,0,0,0,675,0,25,0,480,0,5,0,6,0,47,0,1237,0,592,0,645,0,0,0,674,0,25,0,480,0,5,0,6,0,47,0,1222,0,584,0,638,0,0,0,663,0,24,0,477,0,5,0,6,0,47,759,1201,339,570,420,631,0,0,415,647,7,24,300,473,5,5,3,6,29,46,0,1191,0,565,0,626,0,0,0,642,0,24,0,469,0,5,0,6,0,45,399,1143,178,541,221,602,0,0,199,611,1,22,181,456,0,5,3,6,15,43,399,1143,178,541,221,602,0,0,199,611,1,22,181,456,0,5,3,6,15,43
Autauga-:-20 HERITAGE BAPTIST,3201,15,226,258,288,491,458,556,474,303,131,1441,1760,0,2407,548,246,0,11,2578,63,334,37,20,169,2578,329,63,5,8,10,2,10,6,6,5,5,0,1,180,1708,5,0,0,1,1,2,1495,4266586.0,1542,3195,705,1437,837,1758,0,0,1306,2575,26,63,115,332,8,37,8,20,79,168,0,3181,0,1432,0,1749,0,0,0,2568,0,63,0,327,0,35,0,20,0,168,0,3140,0,1410,0,1730,0,0,0,2538,0,62,0,324,0,35,0,19,0,162,557,3118,257,1404,300,1714,0,0,509,2523,3,62,10,319,4,34,2,19,29,161,0,3108,0,1399,0,1709,0,0,0,2516,0,61,0,317,0,34,0,19,0,161,973,3108,453,1399,520,1709,0,0,869,2516,7,61,36,317,8,34,4,19,49,161,0,3084,0,1389,0,1695,0,0,0,2498,0,61,0,312,0,34,0,19,0,160,0,3054,0,1377,0,1677,0,0,0,2476,0,58,0,309,0,34,0,19,0,158,0,3024,0,1361,0,1663,0,0,0,2455,0,55,0,305,0,33,0,19,0,157,0,3024,0,1361,0,1663,0,0,0,2455,0,55,0,305,0,33,0,19,0,157,0,3008,0,1351,0,1657,0,0,0,2441,0,55,0,304,0,32,0,19,0,157,0,3006,0,1350,0,1656,0,0,0,2439,0,55,0,304,0,32,0,19,0,157,0,2962,0,1326,0,1636,0,0,0,2409,0,55,0,296,0,31,0,19,0,152,2129,2918,925,1297,1204,1621,0,0,1752,2379,37,52,203,288,20,30,12,19,105,150,2,2888,1,1282,1,1606,0,0,2,2358,0,52,0,281,0,29,0,19,0,149,1140,2749,501,1211,639,1538,0,0,973,2256,14,49,95,258,5,26,6,17,47,143,1140,2749,501,1211,639,1538,0,0,973,2256,14,49,95,258,5,26,6,17,47,143
Autauga-:-220 UPPER KINGSTON,1595,13,135,120,138,293,270,283,206,102,35,743,852,0,1106,385,104,0,5,1150,42,292,5,17,89,1150,287,42,5,4,1,1,0,0,3,7,1,2,1,94,812,2,0,0,0,0,2,784,2073062.0,753,1594,358,743,395,851,0,0,573,1149,9,42,111,292,2,5,7,17,51,89,0,1579,0,741,0,838,0,0,0,1136,0,42,0,290,0,5,0,17,0,89,0,1568,0,736,0,832,0,0,0,1129,0,42,0,288,0,4,0,17,0,88,258,1560,123,733,135,827,0,0,212,1123,8,41,9,287,2,4,4,17,23,88,0,1556,0,731,0,825,0,0,0,1120,0,41,0,287,0,4,0,17,0,87,471,1556,223,731,248,825,0,0,375,1120,9,41,44,287,2,4,7,17,34,87,0,1545,0,727,0,818,0,0,0,1114,0,40,0,283,0,4,0,17,0,87,0,1533,0,718,0,815,0,0,0,1105,0,40,0,280,0,4,0,17,0,87,0,1520,0,709,0,811,0,0,0,1096,0,38,0,280,0,4,0,17,0,85,0,1520,0,709,0,811,0,0,0,1096,0,38,0,280,0,4,0,17,0,85,0,1514,0,706,0,808,0,0,0,1092,0,38,0,280,0,4,0,17,0,83,0,1513,0,705,0,808,0,0,0,1091,0,38,0,280,0,4,0,17,0,83,0,1484,0,688,0,796,0,0,0,1072,0,37,0,276,0,4,0,17,0,78,1053,1459,479,675,574,784,0,0,766,1053,19,37,195,270,4,4,10,17,59,78,1,1442,1,668,0,774,0,0,1,1042,0,37,0,265,0,4,0,17,0,77,525,1375,250,631,275,744,0,0,390,995,11,33,83,251,3,4,6,17,32,75,525,1375,250,631,275,744,0,0,390,995,11,33,83,251,3,4,6,17,32,75
Autauga-:-230 COUNTY LINE BAPTIST,1900,16,133,153,170,302,371,335,223,164,33,897,1002,1,1556,231,113,0,11,1612,30,144,8,7,99,1612,143,30,1,2,3,1,2,0,2,1,1,0,1,110,1019,2,0,2,0,0,1,887,2848506.0,861,1898,402,897,458,1000,1,1,763,1610,8,30,50,144,2,8,2,7,36,99,0,1881,0,890,0,990,0,1,0,1598,0,29,0,143,0,8,0,7,0,96,0,1873,0,887,0,985,0,1,0,1592,0,28,0,142,0,8,0,7,0,96,272,1870,133,887,139,982,0,1,247,1590,3,27,4,142,0,8,2,7,16,96,0,1864,0,884,0,979,0,1,0,1586,0,27,0,141,0,8,0,6,0,96,550,1864,256,884,294,979,0,1,498,1586,5,27,21,141,0,8,2,6,24,96,0,1854,0,879,0,974,0,1,0,1578,0,26,0,141,0,8,0,6,0,95,0,1842,0,875,0,966,0,1,0,1568,0,26,0,140,0,8,0,5,0,95,0,1825,0,866,0,958,0,1,0,1553,0,26,0,138,0,8,0,5,0,95,0,1825,0,866,0,958,0,1,0,1553,0,26,0,138,0,8,0,5,0,95,0,1823,0,866,0,956,0,1,0,1551,0,26,0,138,0,8,0,5,0,95,0,1822,0,865,0,956,0,1,0,1550,0,26,0,138,0,8,0,5,0,95,0,1806,0,854,0,951,0,1,0,1536,0,25,0,137,0,8,0,5,0,95,1333,1793,620,847,713,945,0,1,1149,1526,17,24,94,136,5,8,4,5,64,94,1,1770,0,832,1,937,0,1,0,1504,0,24,1,135,0,8,0,5,0,94,591,1679,279,779,312,899,0,1,515,1429,2,22,45,128,0,8,2,5,27,87,591,1679,279,779,312,899,0,1,515,1429,2,22,45,128,0,8,2,5,27,87
Autauga-:-240 GLYNWOOD BAPTIST,3785,17,332,363,395,669,689,632,390,218,80,1684,2098,3,2220,1248,317,0,2,2351,93,1051,97,49,144,2351,1034,93,17,9,29,13,26,22,15,6,3,0,3,146,1653,9,4,2,3,3,1,2112,3989223.0,1510,3769,659,1675,850,2091,1,3,1086,2343,22,93,306,1045,21,96,11,49,64,143,0,3725,0,1655,0,2067,0,3,0,2317,0,90,0,1036,0,91,0,49,0,142,0,3667,0,1629,0,2035,0,3,0,2278,0,87,0,1023,0,91,0,49,0,139,447,3651,218,1621,229,2027,0,3,387,2268,3,87,25,1019,4,91,3,48,25,138,0,3636,0,1612,0,2021,0,3,0,2260,0,87,0,1015,0,89,0,47,0,138,861,3636,391,1612,470,2021,0,3,684,2260,11,87,109,1015,14,89,5,47,38,138,0,3591,0,1589,0,1999,0,3,0,2234,0,82,0,1011,0,81,0,45,0,138,0,3552,0,1569,0,1980,0,3,0,2212,0,78,0,1001,0,80,0,44,0,137,0,3498,0,1542,0,1953,0,3,0,2182,0,75,0,985,0,78,0,42,0,136,0,3498,0,1542,0,1953,0,3,0,2182,0,75,0,985,0,78,0,42,0,136,0,3482,0,1533,0,1946,0,3,0,2175,0,74,0,979,0,77,0,41,0,136,1,3477,0,1529,1,1945,0,3,1,2171,0,73,0,979,0,77,0,41,0,136,0,3414,0,1491,0,1920,0,3,0,2138,0,70,0,961,0,75,0,40,0,130,2329,3351,987,1451,1340,1897,2,3,1510,2103,46,68,613,937,41,74,24,39,95,130,8,3305,2,1427,6,1875,0,3,0,2080,0,68,8,918,0,74,0,37,0,128,1089,3087,481,1328,607,1756,1,3,763,1951,15,55,245,859,11,65,6,33,49,124,1089,3087,481,1328,607,1756,1,3,763,1951,15,55,245,859,11,65,6,33,49,124
Autauga-:-30 BILLINGSLEY COMM_ CTR_,703,2,62,62,47,120,122,122,100,53,12,327,376,0,591,58,54,0,33,604,11,38,3,2,45,604,37,11,1,1,1,0,0,1,1,0,0,0,0,78,331,2,0,0,0,0,0,403,3632737.0,322,703,162,327,160,376,0,0,292,604,3,11,5,38,1,3,1,2,20,45,0,699,0,324,0,375,0,0,0,602,0,11,0,38,0,3,0,2,0,43,0,696,0,323,0,373,0,0,0,599,0,11,0,38,0,3,0,2,0,43,99,696,49,323,50,373,0,0,93,599,0,11,0,38,1,3,0,2,5,43,0,693,0,322,0,371,0,0,0,598,0,11,0,38,0,2,0,1,0,43,239,693,114,322,125,371,0,0,215,598,1,11,5,38,1,2,0,1,17,43,0,689,0,319,0,370,0,0,0,594,0,11,0,38,0,2,0,1,0,43,0,683,0,316,0,367,0,0,0,589,0,11,0,37,0,2,0,1,0,43,0,673,0,310,0,363,0,0,0,582,0,11,0,37,0,1,0,1,0,41,0,673,0,310,0,363,0,0,0,582,0,11,0,37,0,1,0,1,0,41,0,669,0,309,0,360,0,0,0,578,0,11,0,37,0,1,0,1,0,41,0,666,0,307,0,359,0,0,0,575,0,11,0,37,0,1,0,1,0,41,0,658,0,302,0,356,0,0,0,567,0,11,0,37,0,1,0,1,0,41,484,646,222,295,262,351,0,0,420,555,3,11,28,37,1,1,0,1,32,41,0,639,0,291,0,348,0,0,0,548,0,11,0,37,0,1,0,1,0,41,261,600,124,270,137,330,0,0,238,518,1,11,7,33,1,1,0,1,14,36,261,600,124,270,137,330,0,0,238,518,1,11,7,33,1,1,0,1,14,36
Autauga-:-40 CENTRAL AL COMM_ COLLEGE,2539,19,224,164,210,548,541,410,248,138,37,1188,1350,1,1716,680,143,0,12,1709,56,555,60,27,132,1709,548,55,7,7,17,7,24,14,4,6,0,0,1,144,1155,3,2,0,1,1,1,1388,4285916.0,1218,2532,591,1186,627,1345,0,1,908,1706,18,56,233,552,6,59,8,27,45,132,0,2501,0,1168,0,1332,0,1,0,1692,0,55,0,542,0,58,0,27,0,127,0,2460,0,1146,0,1313,0,1,0,1666,0,53,0,535,0,53,0,27,0,126,392,2450,189,1144,203,1305,0,1,345,1661,6,52,21,533,0,53,0,25,20,126,0,2433,0,1137,0,1295,0,1,0,1647,0,50,0,533,0,53,0,25,0,125,720,2433,335,1137,385,1295,0,1,579,1647,14,50,91,533,1,53,7,25,28,125,0,2409,0,1129,0,1279,0,1,0,1631,0,48,0,529,0,52,0,24,0,125,0,2383,0,1114,0,1268,0,1,0,1613,0,48,0,525,0,51,0,24,0,122,0,2357,0,1105,0,1251,0,1,0,1600,0,47,0,518,0,50,0,23,0,119,0,2357,0,1105,0,1251,0,1,0,1600,0,47,0,518,0,50,0,23,0,119,0,2356,0,1105,0,1250,0,1,0,1599,0,47,0,518,0,50,0,23,0,119,1,2356,0,1105,1,1250,0,1,0,1599,0,47,1,518,0,50,0,23,0,119,0,2312,0,1077,0,1234,0,1,0,1575,0,45,0,504,0,49,0,23,0,116,1745,2274,793,1057,952,1216,0,1,1185,1555,37,43,398,493,23,45,14,23,88,115,4,2232,1,1042,3,1189,0,1,1,1538,0,41,3,475,0,42,0,23,0,113,827,2093,388,983,439,1109,0,1,579,1460,15,36,190,437,5,35,3,22,35,103,827,2093,388,983,439,1109,0,1,579,1460,15,36,190,437,5,35,3,22,35,103
Autauga-:-50 WHITE CITY VFD,831,4,51,80,54,127,142,148,143,63,19,379,452,0,563,204,64,0,13,575,7,193,4,3,49,575,192,7,1,3,0,0,0,0,4,0,0,0,0,62,453,2,0,0,0,0,0,389,2634161.0,333,829,156,377,177,452,0,0,234,574,4,7,75,192,0,4,1,3,19,49,0,824,0,375,0,449,0,0,0,570,0,7,0,191,0,4,0,3,0,49,0,816,0,371,0,445,0,0,0,565,0,6,0,189,0,4,0,3,0,49,119,814,63,370,56,444,0,0,98,564,2,6,11,188,0,4,1,3,7,49,0,813,0,369,0,444,0,0,0,564,0,6,0,187,0,4,0,3,0,49,249,813,118,369,131,444,0,0,203,564,3,6,30,187,0,4,1,3,12,49,0,806,0,364,0,442,0,0,0,558,0,6,0,186,0,4,0,3,0,49,0,800,0,360,0,440,0,0,0,554,0,6,0,185,0,4,0,3,0,48,0,796,0,359,0,437,0,0,0,552,0,5,0,185,0,4,0,3,0,47,0,796,0,359,0,437,0,0,0,552,0,5,0,185,0,4,0,3,0,47,0,794,0,358,0,436,0,0,0,550,0,5,0,185,0,4,0,3,0,47,0,794,0,358,0,436,0,0,0,550,0,5,0,185,0,4,0,3,0,47,0,790,0,356,0,434,0,0,0,548,0,5,0,184,0,4,0,3,0,46,567,780,252,352,315,428,0,0,402,541,4,5,121,182,3,3,1,3,36,46,0,768,0,347,0,421,0,0,0,530,0,5,0,181,0,3,0,3,0,46,270,730,127,327,143,403,0,0,188,504,3,5,62,171,0,3,1,3,16,44,270,730,127,327,143,403,0,0,188,504,3,5,62,171,0,3,1,3,16,44
Autauga-:-60 MARBURY MIDDLE SCHOOL,1305,8,101,120,105,204,256,250,162,74,25,629,676,0,1080,109,116,0,23,1146,20,54,3,3,79,1146,54,19,0,1,1,0,0,0,1,2,1,0,0,102,623,0,0,0,0,0,1,704,4964108.0,531,1303,260,627,271,676,0,0,469,1144,8,20,21,54,1,3,2,3,30,79,0,1296,0,625,0,671,0,0,0,1138,0,20,0,54,0,3,0,3,0,78,0,1280,0,615,0,665,0,0,0,1127,0,20,0,54,0,3,0,3,0,73,153,1280,80,615,73,665,0,0,135,1127,3,20,2,54,0,3,1,3,12,73,0,1271,0,613,0,658,0,0,0,1120,0,19,0,53,0,3,0,3,0,73,369,1271,182,613,187,658,0,0,329,1120,7,19,10,53,0,3,1,3,22,73,0,1263,0,608,0,655,0,0,0,1113,0,19,0,52,0,3,0,3,0,73,0,1254,0,603,0,651,0,0,0,1104,0,19,0,52,0,3,0,3,0,73,0,1247,0,601,0,646,0,0,0,1098,0,19,0,51,0,3,0,3,0,73,0,1247,0,601,0,646,0,0,0,1098,0,19,0,51,0,3,0,3,0,73,0,1246,0,601,0,645,0,0,0,1097,0,19,0,51,0,3,0,3,0,73,0,1242,0,598,0,644,0,0,0,1095,0,18,0,51,0,3,0,3,0,72,0,1230,0,592,0,638,0,0,0,1084,0,18,0,51,0,3,0,3,0,71,864,1209,418,583,446,626,0,0,771,1067,14,18,31,51,2,3,3,3,43,67,0,1195,0,576,0,619,0,0,0,1056,0,17,0,51,0,3,0,3,0,65,386,1134,201,544,185,590,0,0,341,1000,4,16,18,49,2,3,1,3,20,63,386,1134,201,544,185,590,0,0,341,1000,4,16,18,49,2,3,1,3,20,63
Autauga-:-70 BOONE'S CHAPEL,3131,17,229,275,302,578,506,541,389,238,54,1531,1600,0,2459,433,239,0,22,2553,54,285,22,6,211,2553,285,54,0,5,10,1,2,4,3,0,2,0,0,233,1563,2,0,0,0,1,3,1584,4797702.0,1322,3128,637,1530,685,1598,0,0,1109,2550,19,54,94,285,8,22,2,6,90,211,0,3109,0,1520,0,1589,0,0,0,2536,0,54,0,285,0,22,0,6,0,206,0,3086,0,1509,0,1577,0,0,0,2516,0,54,0,285,0,22,0,5,0,204,360,3079,193,1506,167,1573,0,0,325,2510,4,54,7,284,0,22,1,5,23,204,0,3070,0,1501,0,1569,0,0,0,2501,0,54,0,284,0,22,0,5,0,204,841,3070,422,1501,419,1569,0,0,738,2501,10,54,39,284,3,22,2,5,49,204,0,3049,0,1491,0,1558,0,0,0,2484,0,53,0,283,0,22,0,5,0,202,0,3041,0,1484,0,1557,0,0,0,2477,0,53,0,282,0,22,0,5,0,202,0,3022,0,1472,0,1550,0,0,0,2460,0,53,0,281,0,21,0,5,0,202,0,3022,0,1472,0,1550,0,0,0,2460,0,53,0,281,0,21,0,5,0,202,0,3013,0,1467,0,1546,0,0,0,2452,0,53,0,280,0,21,0,5,0,202,0,3013,0,1467,0,1546,0,0,0,2452,0,53,0,280,0,21,0,5,0,202,0,2976,0,1445,0,1531,0,0,0,2424,0,50,0,276,0,21,0,5,0,200,2108,2950,993,1428,1115,1522,0,0,1745,2404,33,48,183,274,9,21,4,5,134,198,7,2911,2,1407,5,1504,0,0,4,2373,0,47,1,270,0,21,0,5,2,195,950,2779,465,1333,485,1446,0,0,781,2264,9,44,102,262,4,19,2,5,52,185,950,2779,465,1333,485,1446,0,0,781,2264,9,44,102,262,4,19,2,5,52,185
Autauga-:-80 FRIENDSHIP BAPTIST,610,5,36,51,46,92,97,120,93,58,12,291,319,0,308,274,28,0,9,317,1,268,2,3,19,317,265,1,3,3,0,0,0,0,2,0,0,0,0,28,347,0,0,0,0,0,0,272,2573151.0,256,609,118,291,138,318,0,0,137,316,0,1,107,268,2,2,2,3,8,19,0,601,0,289,0,312,0,0,0,312,0,1,0,266,0,2,0,3,0,17,0,597,0,288,0,309,0,0,0,309,0,1,0,265,0,2,0,3,0,17,56,590,28,285,28,305,0,0,35,304,0,1,17,264,0,2,2,3,2,16,0,588,0,283,0,305,0,0,0,303,0,1,0,263,0,2,0,3,0,16,178,588,81,283,97,305,0,0,108,303,0,1,60,263,0,2,2,3,8,16,0,586,0,282,0,304,0,0,0,303,0,1,0,261,0,2,0,3,0,16,0,583,0,280,0,303,0,0,0,300,0,1,0,261,0,2,0,3,0,16,0,581,0,278,0,303,0,0,0,298,0,1,0,261,0,2,0,3,0,16,0,581,0,278,0,303,0,0,0,298,0,1,0,261,0,2,0,3,0,16,0,581,0,278,0,303,0,0,0,298,0,1,0,261,0,2,0,3,0,16,0,581,0,278,0,303,0,0,0,298,0,1,0,261,0,2,0,3,0,16,0,572,0,273,0,299,0,0,0,289,0,1,0,261,0,2,0,3,0,16,397,563,181,266,216,297,0,0,205,283,0,0,176,259,1,2,3,3,12,16,0,555,0,263,0,292,0,0,0,278,0,0,0,257,0,2,0,3,0,15,214,536,98,251,116,285,0,0,108,268,0,0,98,249,2,2,2,3,4,14,214,536,98,251,116,285,0,0,108,268,0,0,98,249,2,2,2,3,4,14
Autauga-:-90 BOOTH VFD,1185,12,98,81,93,173,186,234,186,90,31,553,632,0,828,290,67,0,7,867,16,242,3,8,49,867,237,16,5,3,0,0,0,0,2,2,1,0,0,56,630,0,0,0,0,0,0,562,2150667.0,538,1183,254,551,284,632,0,0,411,865,4,16,98,242,0,3,6,8,19,49,0,1177,0,548,0,629,0,0,0,863,0,15,0,240,0,3,0,8,0,48,0,1166,0,542,0,624,0,0,0,856,0,15,0,237,0,2,0,8,0,48,171,1162,90,542,81,620,0,0,140,853,3,15,17,236,0,2,3,8,8,48,0,1156,0,540,0,616,0,0,0,849,0,14,0,235,0,2,0,8,0,48,365,1156,180,540,185,616,0,0,294,849,4,14,53,235,0,2,4,8,10,48,0,1149,0,536,0,613,0,0,0,845,0,14,0,234,0,2,0,8,0,46,0,1135,0,529,0,606,0,0,0,838,0,14,0,229,0,2,0,7,0,45,0,1124,0,525,0,599,0,0,0,829,0,14,0,229,0,2,0,7,0,43,0,1124,0,525,0,599,0,0,0,829,0,14,0,229,0,2,0,7,0,43,0,1123,0,524,0,599,0,0,0,828,0,14,0,229,0,2,0,7,0,43,0,1121,0,523,0,598,0,0,0,827,0,14,0,228,0,2,0,7,0,43,0,1109,0,515,0,594,0,0,0,818,0,12,0,227,0,2,0,7,0,43,797,1103,359,515,438,588,0,0,607,812,7,12,145,227,2,2,4,7,32,43,0,1086,0,507,0,579,0,0,0,800,0,12,0,223,0,2,0,7,0,42,402,1046,188,487,214,559,0,0,295,768,2,10,86,218,2,2,4,7,13,41,402,1046,188,487,214,559,0,0,295,768,2,10,86,218,2,2,4,7,13,41
